name,type,race,atk,def,level,attribute,archetype
Ancient Gear Soldier,Effect Monster,Machine,1300,1300,4,EARTH,Ancient Gear
Ancient Gear Statue,Effect Monster,Machine,500,800,2,EARTH,Ancient Gear
Ancient Gear Tank,Spell Card,Equip,-1,-1,0,NONE,Ancient Gear
Ancient Gear Tanker,Effect Monster,Machine,1300,1300,4,EARTH,Ancient Gear
Ancient Gear Token,Token,Machine,-1,-1,0,NONE,Ancient Gear
Ancient Gear Workshop,Spell Card,Normal,-1,-1,0,NONE,Ancient Gear
Ancient Gear Wyvern,Effect Monster,Machine,1700,1200,4,EARTH,Ancient Gear
Ancient Sorcerer,Normal Monster,Spellcaster,1000,1300,4,DARK,Prophecy
Ancient Warriors - Ambitious Cao De,Effect Monster,Beast-Warrior,3000,2500,8,FIRE,Ancient Warriors
Ancient Warriors - Deceptive Jia Wen,Effect Monster,Beast-Warrior,1100,1800,4,FIRE,Ancient Warriors
Ancient Warriors - Eccentric Lu Jing,Effect Monster,Beast-Warrior,700,2000,4,WATER,Ancient Warriors
Ancient Warriors - Fearsome Zhang Yuan,Effect Monster,Beast-Warrior,2300,2000,6,FIRE,Ancient Warriors
Ancient Warriors - Graceful Zhou Gong,Effect Monster,Beast-Warrior,1600,1600,4,WATER,Ancient Warriors
Ancient Warriors - Ingenious Zhuge Kong,Effect Monster,Beast-Warrior,1000,2000,4,WIND,Ancient Warriors
Ancient Warriors - Loyal Guan Yun,Effect Monster,Beast-Warrior,2500,1800,7,WIND,Ancient Warriors
Ancient Warriors - Masterful Sun Mou,Effect Monster,Beast-Warrior,1800,1500,4,WATER,Ancient Warriors
Ancient Warriors - Rebellious Lu Feng,Effect Monster,Beast-Warrior,2800,2200,8,DARK,Ancient Warriors
Ancient Warriors - Savage Don Ying,Effect Monster,Beast-Warrior,2200,1800,6,DARK,Ancient Warriors
Ancient Warriors - Valiant Zhang De,Effect Monster,Beast-Warrior,2700,900,7,WIND,Ancient Warriors
Ancient Warriors - Virtuous Liu Xuan,Effect Monster,Beast-Warrior,1400,1200,4,WIND,Ancient Warriors
Ancient Warriors Oath - Double Dragon Lords,Link Monster,Beast-Warrior,1100,-1,0,WIND,Ancient Warriors
Ancient Warriors Saga - Borrowing of Arrows,Spell Card,Continuous,-1,-1,0,NONE,Ancient Warriors
Ancient Warriors Saga - Chivalrous Path,Trap Card,Continuous,-1,-1,0,NONE,Ancient Warriors
Ancient Warriors Saga - Deception and Betrayal,Spell Card,Continuous,-1,-1,0,NONE,Ancient Warriors
Ancient Warriors Saga - Defense of Changban,Trap Card,Continuous,-1,-1,0,NONE,Ancient Warriors
Ancient Warriors Saga - East-by-South Winds,Spell Card,Continuous,-1,-1,0,NONE,Ancient Warriors
Ancient Warriors Saga - Sun-Liu Alliance,Spell Card,Continuous,-1,-1,0,NONE,Ancient Warriors
Ancient Warriors Saga - Three Visits,Spell Card,Continuous,-1,-1,0,NONE,Ancient Warriors
Andro Sphinx,Effect Monster,Beast,3000,2500,10,LIGHT,Sphinx
Anesthrokket Dragon,Effect Monster,Dragon,0,2200,1,DARK,Rokket
Angel O7,Effect Monster,Fairy,2500,1500,7,LIGHT,Fairy
Angel of Zera,Synchro Monster,Fairy,2800,2300,8,LIGHT,Fairy
Angel Statue - Azurune,Trap Card,Continuous,-1,-1,0,NONE,Trap Monster
Angel Trumpeter,Normal Tuner Monster,Plant,1900,1600,4,EARTH,Fairy
Angelechy Bastion,Synchro Monster,Fairy,3000,2500,8,LIGHT,Angelechy
Angelechy Destrier,Synchro Monster,Fairy,2500,2000,7,LIGHT,Angelechy
Angelechy Disturbance,Trap Card,Normal,-1,-1,0,NONE,Angelechy
Angelechy Enlisted,Synchro Tuner Monster,Fairy,1500,1500,2,LIGHT,Angelechy
Angelechy Opening to e4,Trap Card,Normal,-1,-1,0,NONE,Angelechy
Angelechy Problem,Spell Card,Field,-1,-1,0,NONE,Angelechy
Angelechy Shatranga,Synchro Monster,Fairy,3000,0,10,LIGHT,Angelechy
"Angelica, Princess of Noble Arms",Synchro Monster,Warrior,1200,2400,5,FIRE,Noble Arms
Angello Vaalmonica,Pendulum Effect Monster,Fairy,1200,2100,4,DARK,Vaalmonica
Angmarl the Fiendish Monarch,Effect Monster,Fiend,2400,1000,6,DARK,Monarch
Ankuriboh,Effect Monster,Fiend,300,200,1,DARK,Kuriboh
Annihilator Archfiend,Effect Monster,Fiend,2000,3000,9,DARK,Archfiend
Anotherverse Solaria,Normal Monster,Pyro,2500,2000,8,FIRE,Anotherverse
Anotherverse Stratios,Normal Monster,Warrior,2500,2000,8,EARTH,Anotherverse
Anti Raigeki,Trap Card,Normal,-1,-1,0,NONE,Anti
Anti-Aircraft Flower,Effect Monster,Plant,0,1600,3,EARTH,Anti
Anti-Fusion Device,Trap Card,Normal,-1,-1,0,NONE,Anti
Anti-GMX Final Experiment,Trap Card,Continuous,-1,-1,0,NONE,GMX
Anti-Magic Arrows,Spell Card,Quick-Play,-1,-1,0,NONE,Anti
Anti-Magic Prism,Trap Card,Normal,-1,-1,0,NONE,Anti
Anti-Spell,Trap Card,Counter,-1,-1,0,NONE,Anti
Anti-Spell Fragrance,Trap Card,Continuous,-1,-1,0,NONE,Anti
Antialian,Effect Monster,Cyberse,1900,600,4,EARTH,Anti
Anubis the Last Judge,Effect Monster,Fiend,3000,0,10,EARTH,Temple of the Kings
Apophis the Serpent,Trap Card,Continuous,-1,-1,0,NONE,Apophis
Apophis the Swamp Deity,Trap Card,Continuous,-1,-1,0,NONE,Trap Monster
Apoqliphort Skybase,Effect Monster,Machine,2900,2500,9,EARTH,Apoqliphort
Apoqliphort Towers,Effect Monster,Machine,3000,2600,10,EARTH,Apoqliphort
Apparition,Trap Card,Normal,-1,-1,0,NONE,Vision HERO
Apple Magician Girl,Effect Monster,Spellcaster,1200,800,3,FIRE,Magician Girl
Apple of Enlightenment,Trap Card,Normal,-1,-1,0,NONE,Valkyrie
Appliancer Breakerbuncle,Effect Monster,Machine,0,0,1,WATER,Appliancer
Appliancer Celtopus,Link Monster,Machine,0,-1,0,DARK,Appliancer
Appliancer Conversion,Spell Card,Quick-Play,-1,-1,0,NONE,Appliancer
Appliancer Copybokkle,Effect Monster,Machine,0,0,1,DARK,Appliancer
Appliancer Dryer Drake,Link Monster,Machine,0,-1,0,FIRE,Appliancer
Appliancer Electrilyrical World,Spell Card,Field,-1,-1,0,NONE,Appliancer
Appliancer Kappa Scale,Link Monster,Machine,0,-1,0,WATER,Appliancer
Appliancer Laundry Dragon,Link Monster,Machine,1500,-1,0,WATER,Appliancer
Appliancer Propelion,Link Monster,Machine,1200,-1,0,WIND,Appliancer
Appliancer Reuse,Spell Card,Normal,-1,-1,0,NONE,Appliancer
Appliancer Socketroll,Effect Monster,Machine,100,100,1,DARK,Appliancer
Appliancer Test,Spell Card,Normal,-1,-1,0,NONE,Appliancer
Appliancer Vacculephant,Link Monster,Machine,1000,-1,0,DARK,Appliancer
Apprentice Illusion Magician,Effect Monster,Spellcaster,2000,1700,6,DARK,Dark Magician
Apprentice Magician,Effect Monster,Spellcaster,400,800,2,DARK,Magician
Aqua Armor Ninja,Effect Monster,Warrior,800,1600,4,WATER,Ninja
Aqua Jet Surface,Spell Card,Normal,-1,-1,0,NONE,Aqua Jet
Aqua Madoor,Normal Monster,Spellcaster,1200,2000,4,WATER,Madoor
Aqua Story - Urashima,Trap Card,Normal,-1,-1,0,NONE,Aquaactress
Aquaactress Arowana,Effect Monster,Aqua,2000,2000,6,WATER,Aquaactress
Aquaactress Guppy,Effect Monster,Aqua,600,600,2,WATER,Aquaactress
Aquaactress Tetra,Effect Monster,Aqua,300,300,1,WATER,Aquaactress
Aquamirror Illusion,Trap Card,Normal,-1,-1,0,NONE,Gishki
Aquamirror Meditation,Trap Card,Normal,-1,-1,0,NONE,Gishki
Aquarium Lighting,Spell Card,Continuous,-1,-1,0,NONE,Aquaactress
Aquarium Set,Spell Card,Continuous,-1,-1,0,NONE,Aquaactress
Aquarium Stage,Spell Card,Continuous,-1,-1,0,NONE,Aquaactress
Arahime the Manifested Mikanko,Ritual Effect Monster,Fairy,0,0,9,LIGHT,Mikanko
Arbitration of White,Trap Card,Continuous,-1,-1,0,NONE,White
Arcana Call,Trap Card,Normal,-1,-1,0,NONE,Arcana Force
Arcana Force 0 - The Fool,Effect Monster,Fairy,0,0,1,LIGHT,Arcana Force
Arcana Force EX - The Chaos Ruler,Fusion Monster,Fairy,3300,3300,10,LIGHT,Arcana Force
Arcana Force EX - The Dark Ruler,Effect Monster,Fairy,4000,4000,10,LIGHT,Arcana Force
Arcana Force EX - The Light Ruler,Effect Monster,Fairy,4000,4000,10,LIGHT,Arcana Force
Arcana Force I - The Magician,Effect Monster,Fairy,1100,1100,4,LIGHT,Arcana Force
Arcana Force III - The Empress,Effect Monster,Fairy,1300,1300,4,LIGHT,Arcana Force
Arcana Force IV - The Emperor,Effect Monster,Fairy,1400,1400,4,LIGHT,Arcana Force
Arcana Force V - The Hierophant,Effect Monster,Fairy,1500,1500,4,LIGHT,Arcana Force
Arcana Force VI - The Lovers,Effect Monster,Fairy,1600,1600,4,LIGHT,Arcana Force
Arcana Force VII - The Chariot,Effect Monster,Fairy,1700,1700,4,LIGHT,Arcana Force
Arcana Force XII - The Hangman,Effect Monster,Fairy,2200,2200,6,LIGHT,Arcana Force
Arcana Force XIV - Temperance,Effect Monster,Fairy,2400,2400,6,LIGHT,Arcana Force
Arcana Force XIX - The Sun,Effect Monster,Fairy,2900,2900,7,LIGHT,Arcana Force
Arcana Force XV - The Fiend,Effect Monster,Fairy,2500,2500,7,LIGHT,Arcana Force
Arcana Force XVIII - The Moon,Effect Monster,Fairy,2800,2800,7,LIGHT,Arcana Force
Arcana Force XXI - The World,Effect Monster,Fairy,3100,3100,8,LIGHT,Arcana Force
Arcana Knight Joker,Fusion Monster,Warrior,3800,2500,9,LIGHT,Knight
Arcana Triumph Joker,Effect Monster,Warrior,-1,2500,10,LIGHT,Knight
Arcane Apprentice,Tuner Monster,Spellcaster,1000,400,2,FIRE,Assault Mode
Arcanite Magician/Assault Mode,Effect Monster,Spellcaster,900,2300,9,LIGHT,Assault Mode
Archfiend Black Skull Dragon,Fusion Monster,Dragon,3200,2500,9,DARK,Archfiend
Archfiend Cavalry,Effect Monster,Fiend,1900,0,4,DARK,Archfiend
Archfiend Commander,Effect Monster,Fiend,2500,1200,6,DARK,Archfiend
Archfiend Eccentrick,Pendulum Effect Monster,Fiend,800,1000,3,LIGHT,Archfiend
Archfiend Emperor,Pendulum Effect Ritual Monster,Fiend,2500,1200,7,FIRE,Archfiend
"Archfiend Emperor, the First Lord of Horror",Effect Monster,Fiend,3000,2000,8,DARK,Archfiend
Archfiend Empress,Effect Monster,Fiend,2900,2100,8,DARK,Archfiend
Archfiend General,Effect Monster,Fiend,2100,800,4,DARK,Archfiend
Archfiend Giant,Effect Monster,Fiend,2400,1600,6,DARK,Archfiend
Archfiend Heiress,Effect Monster,Fiend,1000,0,3,DARK,Archfiend
Archfiend Interceptor,Effect Monster,Fiend,1400,1600,4,DARK,Archfiend
Archfiend Matriarch,Pendulum Effect Ritual Monster,Fiend,2100,2900,7,LIGHT,Archfiend
Archfiend Mirror,Normal Monster,Fiend,700,600,2,DARK,Archfiend
Archfiend of Gilfer,Effect Monster,Fiend,2200,2500,6,DARK,Archfiend
Archfiend Palabyrinth,Spell Card,Field,-1,-1,0,NONE,Archfiend
Archfiend Playtime,Trap Card,Normal,-1,-1,0,NONE,Archfiend
Archfiend Soldier,Normal Monster,Fiend,1900,1500,4,DARK,Archfiend
Archfiend Strategy,Spell Card,Field,-1,-1,0,NONE,Archfiend
Archfiend Zombie-Skull,Synchro Monster,Zombie,2500,1200,6,DARK,Archfiend
Archfiend's Advent,Effect Monster,Fiend,2500,1200,6,DARK,Archfiend
Archfiend's Ascent,XYZ Monster,Fiend,2500,1200,6,DARK,Archfiend
Archfiend's Awakening,Ritual Effect Monster,Fiend,2500,1200,6,DARK,Archfiend
Archfiend's Call,Synchro Monster,Fiend,2500,1200,6,DARK,Archfiend
Archfiend's Conscription,Skill Card,Titan,-1,-1,0,NONE,Archfiend
Archfiend's Fervor,Trap Card,Continuous,-1,-1,0,NONE,Archfiend
Archfiend's Ghastly Glitch,Trap Card,Normal,-1,-1,0,NONE,Archfiend
Archfiend's Manifestation,Fusion Monster,Fiend,2500,1200,6,DARK,Archfiend
Archfiend's Oath,Spell Card,Continuous,-1,-1,0,NONE,Archfiend
Archfiend's Origin,Effect Monster,Fiend,2500,1200,7,DARK,Archfiend
Archfiend's Promotion,Skill Card,Titan,-1,-1,0,NONE,Archfiend
Archfiend's Roar,Trap Card,Normal,-1,-1,0,NONE,Archfiend
Archfiend's Staff of Despair,Spell Card,Equip,-1,-1,0,NONE,Archfiend
Archfiend's Usurpation,Spell Card,Quick-Play,-1,-1,0,NONE,Archfiend
Archnemeses Protos,Effect Monster,Wyrm,2500,3000,11,DARK,Nemeses
Argostars - Adventurous Arion,XYZ Monster,Warrior,2200,2200,4,DARK,Argostars
Argostars - Fierce Parthe,Effect Monster,Warrior,1400,1400,4,EARTH,Argostars
Argostars - Giantslaying,Spell Card,Quick-Play,-1,-1,0,NONE,Argostars
Argostars - Glorious Adra,Effect Monster,Warrior,1800,1800,4,EARTH,Argostars
Argostars - Home Stadium,Spell Card,Field,-1,-1,0,NONE,Argostars
Argostars - Lightning Tydeu,Trap Card,Continuous,-1,-1,0,NONE,Argostars
Argostars - Slayer Eteo,Trap Card,Continuous,-1,-1,0,NONE,Argostars
Argostars - Swift Capane,Trap Card,Continuous,-1,-1,0,NONE,Argostars
Aria the Melodious Diva,Effect Monster,Fairy,1600,1200,4,LIGHT,Melodious
Ariane the Labrynth Servant,Effect Monster,Fiend,1800,1100,4,DARK,Labrynth
Arianna the Labrynth Servant,Effect Monster,Fiend,1600,2100,4,DARK,Labrynth
Arias the Labrynth Butler,Effect Monster,Fiend,1500,2500,6,DARK,Labrynth
"Ariel, Priestess of the Nekroz",Effect Monster,Psychic,1000,1800,4,WATER,Nekroz
"Arionpos, Serpent of the Ghoti",Synchro Monster,Fish,2100,0,6,WATER,Ghoti
Arisen Gaia the Fierce Knight,Effect Monster,Warrior,2300,2100,7,DARK,Gaia The Fierce Knight
Arktos XII - Chronochasm Vaylantz,Pendulum Effect Fusion Monster,Fairy,3000,3000,12,EARTH,Vaylantz
Armed Dragon Blitz,Spell Card,Normal,-1,-1,0,NONE,Armed Dragon
Armed Dragon Catapult Cannon,Fusion Monster,Machine,3500,3000,10,LIGHT,Armed Dragon
Armed Dragon Flash,Spell Card,Quick-Play,-1,-1,0,NONE,Armed Dragon
Armed Dragon Lightning,Spell Card,Continuous,-1,-1,0,NONE,Armed Dragon
Armed Dragon LV10,Effect Monster,Dragon,3000,2000,10,WIND,Armed Dragon
Armed Dragon LV10 White,Effect Monster,Dragon,3000,2000,10,LIGHT,Armed Dragon
Armed Dragon LV3,Effect Monster,Dragon,1200,900,3,WIND,Armed Dragon
Armed Dragon LV5,Effect Monster,Dragon,2400,1700,5,WIND,Armed Dragon
Armed Dragon LV7,Effect Monster,Dragon,2800,1000,7,WIND,Armed Dragon
Armed Dragon Thunder LV10,Effect Monster,Dragon,3000,2000,10,WIND,Armed Dragon
Armed Dragon Thunder LV3,Effect Monster,Dragon,1200,900,3,WIND,Armed Dragon
Armed Dragon Thunder LV5,Effect Monster,Dragon,2400,1700,5,WIND,Armed Dragon
Armed Dragon Thunder LV7,Effect Monster,Dragon,2800,1000,7,WIND,Armed Dragon
Armed Dragon Thunderbolt,Trap Card,Normal,-1,-1,0,NONE,Armed Dragon
"Armed Dragon, the Armored Dragon",Effect Monster,Dragon,1900,1400,4,WIND,Armed Dragon
Armed Neos,Fusion Monster,Warrior,3500,3000,10,WIND,Neos
Armed Ninja,Flip Effect Monster,Warrior,300,300,1,EARTH,Ninja
Armityle the Chaos Phantasm,Fusion Monster,Fiend,0,0,12,DARK,Chaos Phantom
Armityle the Chaos Phantasm - Phantom of Fury,Fusion Monster,Fiend,0,0,12,DARK,Sacred Beast
Armor Blast,Spell Card,Normal,-1,-1,0,NONE,Inzektor
Armor Ninjitsu Art of Alchemy,Spell Card,Normal,-1,-1,0,NONE,Ninjitsu Art
Armor Ninjitsu Art of Freezing,Trap Card,Continuous,-1,-1,0,NONE,Ninja
Armor Ninjitsu Art of Rust Mist,Trap Card,Continuous,-1,-1,0,NONE,Ninja
Armored Cybern,Union Effect Monster,Machine,0,2000,4,WIND,Cyber Dragon
Armored Rat,Normal Monster,Beast,950,1100,3,EARTH,Recolored counterpart
Armored Shark,Effect Monster,Fish,500,2000,3,WATER,Xyz
Armored Xyz,Spell Card,Normal,-1,-1,0,NONE,Xyz
Armoroid,Effect Monster,Machine,2700,2000,8,EARTH,Roid
Arms of Genex Return Zero,Synchro Monster,Machine,3100,2950,10,DARK,Genex
Army of the Haunted,Effect Monster,Zombie,2400,0,6,DARK,Call of the Haunted
"Arnis, the Empowered Warrior",Effect Monster,Warrior,1700,1200,4,FIRE,Empowered Warrior
Aroma Blend,Spell Card,Normal,-1,-1,0,NONE,Aroma
Aroma Garden,Spell Card,Field,-1,-1,0,NONE,Aroma
Aroma Gardening,Spell Card,Continuous,-1,-1,0,NONE,Aroma
Aroma Healing,Trap Card,Normal,-1,-1,0,NONE,Aroma
Aroma Jar,Flip Effect Monster,Rock,500,400,1,WIND,Aroma
Aromage Bergamot,Effect Monster,Plant,2400,1800,6,FIRE,Aroma
Aromage Cananga,Effect Monster,Plant,1400,1000,3,EARTH,Aroma
Aromage Jasmine,Effect Monster,Plant,100,1900,2,LIGHT,Aroma
Aromage Laurel,Effect Monster,Plant,800,0,1,WIND,Aroma
Aromage Marjoram,Effect Monster,Plant,2000,1600,5,DARK,Aroma
Aromage Rosemary,Effect Monster,Plant,1800,700,4,WATER,Aroma
Aromalilith Magnolia,Fusion Monster,Plant,2600,1800,8,DARK,Aroma
Aromalilith Rosalina,Tuner Monster,Plant,0,0,1,DARK,Aroma
Aromalilith Rosemary,Link Monster,Plant,2200,-1,0,DARK,Aroma
Aromaseraphy Angelica,Tuner Monster,Plant,0,0,1,LIGHT,Aroma
Aromaseraphy Jasmine,Link Monster,Plant,1800,-1,0,LIGHT,Aroma
Aromaseraphy Rosemary,Synchro Monster,Plant,2000,900,5,LIGHT,Aroma
Aromaseraphy Sweet Marjoram,Synchro Monster,Plant,2200,2000,6,LIGHT,Aroma
"Aron, the Ogdoadic King",Effect Monster,Reptile,2500,2800,8,LIGHT,Ogdoadic
Arrive in Light,Spell Card,Continuous,-1,-1,0,NONE,Stardust
"Ars Magna - ""Citrinitas""",Spell Card,Continuous,-1,-1,0,NONE,Ars Magna
"Ars Magna - ""Philosophirum""",Trap Card,Normal,-1,-1,0,NONE,Ars Magna
Ars Magna of Infinity and Finity,Effect Monster,Warrior,1000,2400,8,EARTH,Ars Magna
Ars Magna of Purification and Corruption,Effect Monster,Dragon,1000,2100,8,WIND,Ars Magna
Ars Magna of Unification and Separation,Effect Monster,Spellcaster,1000,1800,8,FIRE,Ars Magna
Arsenal Summoner,Flip Effect Monster,Spellcaster,1600,1600,4,WIND,Guardian
"Artemis, the Magistus Moon Maiden",Link Monster,Spellcaster,800,-1,0,LIGHT,Magistus
Artifact Achilleshield,Effect Monster,Fairy,1500,2200,5,LIGHT,Artifact
Artifact Aegis,Effect Monster,Fairy,1200,2500,5,LIGHT,Artifact
Artifact Beagalltach,Effect Monster,Fairy,1400,2100,5,LIGHT,Artifact
Artifact Caduceus,Effect Monster,Fairy,1600,2400,5,LIGHT,Artifact
Artifact Chakram,Effect Monster,Fairy,1900,2000,5,LIGHT,Artifact
Artifact Dagda,Link Monster,Fairy,1500,-1,0,LIGHT,Artifact
Artifact Durendal,XYZ Monster,Fairy,2400,2100,5,LIGHT,Artifact
Artifact Failnaught,Effect Monster,Fairy,2000,1600,5,LIGHT,Artifact
Artifact Ignition,Spell Card,Quick-Play,-1,-1,0,NONE,Artifact
Artifact Labrys,Effect Monster,Fairy,2300,1000,5,LIGHT,Artifact
Artifact Lancea,Effect Monster,Fairy,1700,2300,5,LIGHT,Artifact
Artifact Mjollnir,Effect Monster,Fairy,1300,1800,5,LIGHT,Artifact
Artifact Moralltach,Effect Monster,Fairy,2100,1400,5,LIGHT,Artifact
Artifact Sanctum,Trap Card,Normal,-1,-1,0,NONE,Artifact
Artifact Scythe,Effect Monster,Fairy,2200,900,5,LIGHT,Artifact
Artifact Vajra,Effect Monster,Fairy,1800,1900,5,LIGHT,Artifact
Artifacts Unleashed,Spell Card,Quick-Play,-1,-1,0,NONE,Artifact
Artillery Catapult Turtle,Effect Monster,Aqua,1000,2000,4,WATER,Gaia The Fierce Knight
Artmage Academic Arcane Arts Acropolis,Spell Card,Field,-1,-1,0,NONE,Artmage
Artmage Diactorus,Fusion Monster,Fairy,2800,2500,8,LIGHT,Artmage
Artmage Finmel,Effect Monster,Warrior,2400,1500,7,LIGHT,Artmage
Artmage Graflare,Effect Monster,Dragon,2100,1500,5,LIGHT,Artmage
Artmage Impasto -Recapture-,Trap Card,Counter,-1,-1,0,NONE,Artmage
Artmage Litera,Effect Monster,Spellcaster,400,1800,3,LIGHT,Artmage
Artmage Masterwork -Succession-,Spell Card,Quick-Play,-1,-1,0,NONE,Artmage
Artmage Movement -Pedigree-,Spell Card,Normal,-1,-1,0,NONE,Artmage
Artmage Non-Finito,Fusion Monster,Illusion,2400,1500,7,EARTH,Artmage
Artmage Pact -Awakening-,Trap Card,Normal,-1,-1,0,NONE,Artmage
Artmage Peripeteia -Turmoil-,Trap Card,Normal,-1,-1,0,NONE,Artmage
Artmage Power Patron,Effect Monster,Illusion,300,200,1,EARTH,Artmage
Artmage Vandalism -Assault-,Spell Card,Continuous,-1,-1,0,NONE,Artmage
Artmage Varnish -Alteration-,Spell Card,Normal,-1,-1,0,NONE,Artmage
"Artorigus, King of the Noble Knights",XYZ Monster,Warrior,2000,2000,4,LIGHT,Noble Knight
Asceticism of the Six Samurai,Spell Card,Quick-Play,-1,-1,0,NONE,Six Samurai
Ashened for Eternity,Trap Card,Continuous,-1,-1,0,NONE,Ashened
Ashened to Endlessness,Trap Card,Continuous,-1,-1,0,NONE,Ashened
Ashoka Pillar,Effect Monster,Rock,0,2200,3,EARTH,Ancient Treasure
Ashtra Cursed Roar,Trap Card,Normal,-1,-1,0,NONE,Ashtra
Ashtra Divine Domain,Trap Card,Normal,-1,-1,0,NONE,Ashtra
Ashtra Insect Poison,Trap Card,Normal,-1,-1,0,NONE,Ashtra
Ashtraja Susanoo,Synchro Monster,Fiend,3300,0,9,FIRE,Ashtra
Ashtrashen - Gateway to the Worlds Beyond,Spell Card,Field,-1,-1,0,NONE,Ashtra
Ashtraya Mikumari-no-Mikoto,Synchro Monster,Wyrm,3000,2500,8,WATER,Ashtra
"Askaan, the Bicorned Ghoti",Synchro Monster,Fish,2700,0,8,WATER,Ghoti
Asmo Token,Token,Fairy,-1,-1,0,NONE,Darklord
Assault Beast,Effect Monster,Beast-Warrior,1900,1200,4,EARTH,Assault Mode
Assault Blackwing - Chidori the Rain Sprinkling,Synchro Monster,Winged Beast,2600,2000,7,DARK,Blackwing
Assault Blackwing - Kunai the Drizzle,Effect Monster,Winged Beast,2100,1600,5,DARK,Blackwing
Assault Blackwing - Kusanagi the Gathering Storm,Synchro Monster,Winged Beast,3000,1000,9,DARK,Assault Blackwing
Assault Blackwing - Onimaru the Divine Thunder,Synchro Monster,Winged Beast,3000,2000,12,DARK,Blackwing
Assault Blackwing - Raikiri the Rain Shower,Synchro Monster,Winged Beast,2600,2000,7,DARK,Blackwing
Assault Blackwing - Sayo the Rain Hider,Synchro Monster,Winged Beast,800,100,2,DARK,Blackwing
Assault Blackwing - Sohaya the Rain Storm,Synchro Monster,Winged Beast,1500,2000,5,DARK,Blackwing
Assault Counter,Trap Card,Counter,-1,-1,0,NONE,Assault Mode
Assault Mercenary,Effect Monster,Warrior,1800,300,4,EARTH,Assault Mode
Assault Mode Activate,Trap Card,Normal,-1,-1,0,NONE,Assault Mode
Assault Mode Zero,Spell Card,Quick-Play,-1,-1,0,NONE,Assault Mode
Assault Overload,Spell Card,Quick-Play,-1,-1,0,NONE,Assault Mode
Assault Reboot,Trap Card,Normal,-1,-1,0,NONE,Assault Mode
Assault Revival,Spell Card,Quick-Play,-1,-1,0,NONE,Assault Mode
Assault Slash,Trap Card,Normal,-1,-1,0,NONE,Assault Mode
Assault Sonic Warrior,Effect Monster,Warrior,1000,0,2,WIND,Warrior
Assault Synchron,Tuner Monster,Machine,700,0,2,DARK,Synchron
Assault Teleport,Spell Card,Normal,-1,-1,0,NONE,Assault Mode
Assist★Yummy!,Trap Card,Continuous,-1,-1,0,NONE,Yummy
Astellar of the White Forest,Effect Monster,Spellcaster,0,0,2,LIGHT,White Forest
Astral Kuriboh,Effect Monster,Fiend,100,100,1,LIGHT,Kuriboh
Astraltopia,Effect Monster,Warrior,0,0,4,LIGHT,Utopic
Astrograph Sorcerer,Pendulum Effect Monster,Spellcaster,2500,2000,7,DARK,Magician
"Astrograph Sorcerer, the Starfrost Magician",Pendulum Effect Monster,Spellcaster,2500,2000,7,DARK,Magician
Asymmetaphys,Spell Card,Continuous,-1,-1,0,NONE,Metaphys
At One With the Sword,Trap Card,Normal,-1,-1,0,NONE,X-Saber
Atlantean Attack Squad,Effect Monster,Sea Serpent,1400,0,3,WATER,Atlantean
Atlantean Dragoons,Effect Monster,Sea Serpent,1800,0,4,WATER,Atlantean
Atlantean Heavy Infantry,Effect Monster,Sea Serpent,0,1600,2,WATER,Atlantean
Atlantean Marksman,Effect Monster,Sea Serpent,1400,0,3,WATER,Atlantean
Atlantean Pikeman,Normal Monster,Sea Serpent,1400,0,2,WATER,Atlantean
Atlantis Call,Spell Card,Normal,-1,-1,0,NONE,"Atlantis, City of the Sea Dragon"
"Atlantis, City of the Sea Dragon",Spell Card,Field,-1,-1,0,NONE,"Atlantis, City of the Sea Dragon"
Atomic Scrap Dragon,Synchro Monster,Dragon,3200,2400,10,EARTH,Scrap
Attachment Cybern,Effect Monster,Dragon,1600,800,3,LIGHT,Cyber
Attack Reflector Unit,Trap Card,Normal,-1,-1,0,NONE,Cyber Dragon
